Русский

# Generic

BLANK                         " "
	"\n"
	"Среди запасных частей локомотива спрятан ящик с разрушительным оружием, которого мы еще никогда не видели. В твоем распоряжении будет специально обученный червь-лазутчик, с помощью которого необходимо добыть этот ящик и передать его на изучение нашим научно-техническим специалистам."
MISSION_DETAIL_32
	"Вражеский шпион проник в наш штаб и выкрал важные плёнки. Он прикрепил их к метеорологическому зонду, который должен быть подобран вражеским вертолётом прямо в воздухе. \n"
	"\n"
	"Мы отследили зонд и знаем, что у врага не всё пошло по плану.\n"
	"\n"
	"Зонд медленно опускается и скоро должен упасть в океан. \n"
	"\n"
	"Используй балки для того, чтобы не дать ему утонуть. Забери ящик для успешного завершения миссии."
MISSION_DETAIL_33
	"Беги на холмы. \n"
	"\n"
	"Ноя с ковчегом нигде не видно, а вода тем временем уже выше щиколоток и продолжает быстро пребывать. \n"
	"\n"
	"Сочетай оружие и инструментарий для максимальной эффективности. \n"
	"\n"
	"Мы настоятельно рекомендуем использовать комбинацию балок и верёвок на пути к безопасному месту под потолком пещеры."

EVENTTEXT_0                   "Сброшены вооружения!"
EVENTTEXT_1                   "Своевременная доставка"
EVENTTEXT_2                   "Прикрывайте зоны высадки десанта!"
EVENTTEXT_3                   "Заброска произведена. Приём. Конец связи."
EVENTTEXT_4                   "Железный орел вылетает, приём."
EVENTTEXT_5                   "Посылка доставлена, приём, конец связи."
EVENTTEXT_6                   "Все чисто, врага поблизости нет!"
EVENTTEXT_7                   "Ящики - твоя единственная надежда..."
EVENTTEXT_8                   "Вражеский воздушный транспорт уже в пути."
EVENTTEXT_9                   "Вражеский транспорт приближается."
EVENTTEXT_10                  "Почти на месте!"
EVENTTEXT_11                  "Он прибыл. Теперь достань ящик и убирайся отсюда!"
EVENTTEXT_12                  "Кончились патроны? Попробуй-ка это!"
EVENTTEXT_13                  "Думай головой!"
EVENTTEXT_14                  "Первоклассная посылка!"
EVENTTEXT_15                  "Вооружение сброшено успешно!"
EVENTTEXT_16                  "Не допустите, чтобы это оборудование попало в чужие руки..."
EVENTTEXT_17                  "Экспресс-доставка!"
EVENTTEXT_18                  "Смерть почтовым переводом."
EVENTTEXT_19                  "Здоровье нужно беречь, ещё пригодится"
EVENTTEXT_20                  "Воспряньте духом, сэр."
EVENTTEXT_21                  "Благословенная помощь."
EVENTTEXT_22                  "Немного своевременной помощи?"
EVENTTEXT_23                  "Выслана медицинская помощь."
EVENTTEXT_24                  "Еще одна рука помощи."
EVENTTEXT_25                  "Небольшая помощь для тебя."
EVENTTEXT_26                  "С миру по нитке - голому рубашка."
EVENTTEXT_27                  "Небольшое облегчение."
EVENTTEXT_28                  "Кому необходима медицинская помощь?"
EVENTTEXT_29                  "Какая у тебя группа крови?"
EVENTTEXT_30                  "Ты выживешь!"
EVENTTEXT_31                  "Медицина!"
EVENTTEXT_32                  "Ядерная ракета вылетает."
EVENTTEXT_33                  "Время против нас, сэр, надо действовать быстрее!"
EVENTTEXT_34                  "Дай им прикурить!"
EVENTTEXT_35                  "Падение метеоритов неизбежно. Окапывайся!"
EVENTTEXT_36                  "Уже в пути. Будет тут через 5 минут!"
EVENTTEXT_37                  "Торопись. Времени почти нет!"
EVENTTEXT_38                  "Обнаружена тактическая ядерная ракета"
EVENTTEXT_39                  "Предупреждение! Неизбежен удар с воздуха!"
EVENTTEXT_40                  "Зарегистрированы подземные толчки на севере острова!"
EVENTTEXT_41                  "Глобальное потепление! Следи за уровнем воды!"
EVENTTEXT_42                  "Попробуй выйти сухим из воды!"
EVENTTEXT_43                  "Скорее! Не дай им окопаться!"
EVENTTEXT_44                  "Генерал дезертирует!"
EVENTTEXT_45                  "Радиация смертельно опасна!"
EVENTTEXT_46                  "Достигни небес!"
EVENTTEXT_47                  "Залазь на гору, а не в нору"
EVENTTEXT_48                  "Держись подальше от края. Неизбежно землетрясение!"
EVENTTEXT_49                  "Где же Ноев ковчег, когда он так нужен?"
EVENTTEXT_50                  "Пришло время строить эти убежища."
EVENTTEXT_51                  "Надеюсь, у тебя есть защита"
EVENTTEXT_52                  "ВНИМАНИЕ! Сейсмическая активность: 7 баллов по шкале Рихтера!"
EVENTTEXT_53                  "Что произошло с пятиминутной готовностью?"
EVENTTEXT_54                  "Тотальное уничтожение!"
EVENTTEXT_55                  "ВНИМАНИЕ! Все выходит из-под контроля..."
EVENTTEXT_56                  "Осторожно, тектоническое движение!"
EVENTTEXT_57                  "Близится конец света!"
EVENTTEXT_58                  "Судный день"
EVENTTEXT_59                  "Враг мобилизует силы!"
EVENTTEXT_60                  "Неизбежен удар!"
EVENTTEXT_61                  "На следующем ходе противник перестанет шутить"
EVENTTEXT_62                  "Враг вооружен до зубов!"
EVENTTEXT_63                  "Ты обнаружен, беги!"
EVENTTEXT_64                  "Поставки оружия врагу были возобновлены"
EVENTTEXT_65                  "Возможны неприятности..."
EVENTTEXT_66                  "Конфликт накаляется."
EVENTTEXT_67                  "Выполняй задание, солдат!"
EVENTTEXT_68                  "Война - это ад"
EVENTTEXT_69                  "Лучше рыть глубокие окопы..."
EVENTTEXT_70                  "Смерть - это честь"
EVENTTEXT_71                  "Используй темную сторону!"
EVENTTEXT_72                  "Обезопась территорию!"
EVENTTEXT_73                  "Копай глубоко"
EVENTTEXT_74                  "Эти фрукты уже почти поспели!"
EVENTTEXT_75                  "Не забудь добыть ящиков с вооружением"
EVENTTEXT_76                  "Инструмент может пригодиться..."
EVENTTEXT_77                  "Тебе не помешает немного медицинской помощи"
EVENTTEXT_78                  "Тебе понадобится использовать веревку..."
EVENTTEXT_79                  "Подумай над использованием балок в качестве укрытия"
EVENTTEXT_80                  "Ты должен спровоцировать огонь"
EVENTTEXT_81                  "Не забывай: ты можешь атаковать с веревки!"
EVENTTEXT_82                  "Научись раскачиваться на веревке!"
EVENTTEXT_83                  "Выучи все виды прыжков"
EVENTTEXT_84                  "Обратное сальто - самый высокий прыжок"
EVENTTEXT_85                  "Обрати внимание на врага и его навыки"
EVENTTEXT_86                  "Действуй быстро, думай ещё быстрее"
EVENTTEXT_87                  "Скунсы могут поражать в таких местах, где остальное вооружение бессильно!"
EVENTTEXT_88                  "Огнестрельное оружие можно наводить прямо во время стрельбы"
EVENTTEXT_89                  "Ящики часто содержат решение всей миссии"
EVENTTEXT_90                  "Балки можно устанавливать, даже качаясь на веревке"
EVENTTEXT_91                  "Не можете забраться выше? Попробуйте стрелу или даже две..."
EVENTTEXT_92                  "Балка может стать твоей последней линией обороны..."
EVENTTEXT_93                  "К твоему сведению: животные и Старушка могут собирать ящики..."
EVENTTEXT_94                  "Парашюты не замедляют падения, но легко управляются..."
EVENTTEXT_95                  "Парашют! Выполняй приказ, солдат!"
EVENTTEXT_96                  "Береги ящики от взрывов, они тебе пригодятся"
EVENTTEXT_97                  "Нанесение авиаудара с определенной стороны может быть более эффективным!"
EVENTTEXT_98                  "Кроты любят копать вниз и взрываться"
EVENTTEXT_99                  "Умело установленный динамит может выбросить самого упрямого червя"
EVENTTEXT_100                 "Ветер влияет на огонь. Остерегайся стоять по ветру с огнём!"
EVENTTEXT_101                 "Оцени силу ветра и запусти снаряд по дуге!"
EVENTTEXT_102                 "Иногда червь может служить отличной приманкой"
EVENTTEXT_103                 "Выкатывай бочки: они могут быть смертельны..."
EVENTTEXT_104                 "Этот ящик может оказаться жизненно важным!"
EVENTTEXT_105                 "Балки могут помочь забросить гранату в цель..."
EVENTTEXT_106                 "Акваовца не просто название - она умеет плавать."
EVENTTEXT_107                 "Давай, солдат! Торопись!"
EVENTTEXT_108                 "Лучше поторопись, времени осталось немного!"
EVENTTEXT_109                 "Быстрее! Вода прибывает!"
EVENTTEXT_110                 "Вот тебе небольшое подспорье"
EVENTTEXT_111                 "Если у тебя проблемы - воспользуйся этим"
EVENTTEXT_112                 "Наверное, ты будешь благодарен за это!"
EVENTTEXT_113                 "Кажется, тебе необходима помощь, новобранец"
EVENTTEXT_114                 "Это тебе пригодится..."
EVENTTEXT_115                 "Тебе понадобится помощь..."
EVENTTEXT_116                 "Попробуй это"

MISSION_RETRY_1               "Не отчаивайся, попробуй еще раз..."
MISSION_RETRY_2               "Продолжай тренироваться."
MISSION_RETRY_3               "Не повезло - попробуй снова."
MISSION_RETRY_4               "Не опускай носа! В этот раз уже точно получится!"
MISSION_RETRY_5               "Докажи, что ты можешь!"
MISSION_RETRY_6               "Давай, солдат!"
MISSION_RETRY_7               "Попробуй снова, только старайся лучше."
MISSION_RETRY_8               "Это снова ты?"

MISSION_DIFFICULTY_1          "Это задание для новичков"
MISSION_DIFFICULTY_2          "Эта миссия считается легкой"
MISSION_DIFFICULTY_3          "Сложность растет, эта миссия умеренной сложности"
MISSION_DIFFICULTY_4          "Эта миссия достаточно сложна"
MISSION_DIFFICULTY_5          "Только лучшие пройдут эту миссию. Очень сложно"

ERROR_MISSION                 "Файл миссии не найден; пожалуйста, проверьте, вставлен ли диск с Worms Armageddon в привод."
MISSION_HELP_BRONZE           "Эта медаль открывает путь к следующей миссии"
MISSION_HELP_SILVER           "Эта награда позволяет играть на карте из миссии в обычной игре"
MISSION_HELP_GOLD             "Эта высшая награда открывает секретные возможности!"
MISSION_HELP_RECORD           "Это лучшее прохождение среди всех команд на этом компьютере"
MISSION_HELP_TEAM             "Рекорд принадлежит этой команде"

MISSION_FILE_NOT_FOUND        "ВНИМАНИЕ: Файл миссии не найден"
MISSION_NOT_SET               "ОШИБКА: Миссия не установлена"
MISSION_NUMBER_MISMATCH       "ОШИБКА - Найденная миссия не соответствует указанной - \1"
MISSION_NOT_ENOUGH_TEAMS      "ОШИБКА - Слишком мало команд - \1"
MISSION_TOO_MANY_TEAMS        "ОШИБКА - Слишком много команд - \1"
MISSION_INVALID_SCHEME        "ОШИБКА: Не удалось загрузить схему миссии"
MISSION_BAD_HUMAN_WORMCOUNT   "ОШИБКА - Неверное количество чеврей в HumanTeam - \1"
MISSION_INVALID_SKILL         "ОШИБКА - Неверный уровень сложности \1 - \2"
MISSION_INVALID_COLOUR        "ОШИБКА - Неверный цвет команды для \1 - \2"
MISSION_INVALID_WORMCOUNT     "ОШИБКА - Неверное количество червей в \1 - \2"
MISSION_NO_LAND               "ОШИБКА: Не указан файл ландшафта"
TRAINING_FILE_NOT_FOUND       "ВНИМАНИЕ: Файл тренировки не найден"
MISSION_TOO_MANY_TURN_EVENTS  "ОШИБКА: Слишком много событий хода (не более \1)"
MISSION_TOO_MANY_SEQ_EVENTS   "ОШИБКА: Слишком много событий последовательности (не более \1)"

# Scheme files

SCHEME_ERROR_FILENOTFOUND     "ВНИМАНИЕ: Файл схемы не найден"
SCHEME_ERROR_HEADERREADERROR  "ОШИБКА: Не удалось прочесть заголовок схемы"
SCHEME_ERROR_BADHEADER        "ОШИБКА: Неверный заголовок схемы"
SCHEME_ERROR_FILEREADERROR    "ОШИБКА: Не удалось прочесть файл схемы"
SCHEME_ERROR_UNKNOWNVERSION   "ОШИБКА: Неизвестная версия схемы"
SCHEME_ERROR_CREATEFILE       "ОШИБКА: Не удалось создать файл схемы"
SCHEME_WARNING_POWERLEVELS    "Внимание: Нестандартые уровни мощности оружия. Это может привести к десинхронизациям и несовместимым файлам повторов."
NONSTANDARD_POWER_LEVELS      "Внимание: Схема используема в этом файле повтора имеет нестандартые уровни мощности оружия, и может привести к десинхронизациям."

# Team files

TEAM_ERROR_CREATEFILE         "ОШИБКА: Не удалось открыть/создать файл команды"
TEAM_ERROR_SAVE               "ОШИБКА: Не удалось сохранить файл команды"
TEAM_ERROR_TEMPFILE           "ОШИБКА: Не удалось создать временный файл команды"
TEAM_ERROR_NOMORESLOTS        "ОШИБКА: Не остались места для команды"

# Main Menu screen

MAINMENU_VCPU                 "Одиночная игра"
MAINMENU_H_VCPU               "Перейти в меню одиночной игры"
MAINMENU_CREATEGAME           "Создать игру"
MAINMENU_H_CREATEGAME         "Создать одиночную или многопользовательскую игру"
MAINMENU_NETWORK              "Сетевая игра"
MAINMENU_H_NETWORK            "Играть по локальной сети или Интернету"
MAINMENU_SYSTEM               "Настройки"
MAINMENU_H_SYSTEM             "Перейти в меню настроек"
MAINMENU_QUIT                 "Выход"
MAINMENU_H_QUIT               "Выйти из игры и вернуться в реальный мир"
CM_EXITGAME                   "Выход"
CM_EXITMESSAGE                "Вы действительно хотите выйти?"

# Training screen

TRAINING_COMBO_ENTRIES_1      "Гонки Суперовец"
TRAINING_COMBO_ENTRIES_2      "Тир"
TRAINING_COMBO_ENTRIES_3      "Сумасшедшие Ящики"
TRAINING_COMBO_ENTRIES_4      "Артиллерийский Полигон"
TRAINING_COMBO_ENTRIES_5_CD   "Эвтаназия"
TRAINING_COMBO_ENTRIES_5_STEAM
                              "Продвинутая тренировка"
TRAINING_RECORD               "Текущий рекорд \1 секунд, принадлежит \2"
TRAINING_AIM_BRONZE           "Время, необходимое для получения БРОНЗОВОЙ медали \1 секунд... удачи!"
TRAINING_AIM_SILVER           "Для получения СЕРЕБРЯНОЙ медали необходимо пройти тренировку за \1 секунд или быстрее!"
TRAINING_TRAIN_DETAILS_1
	"Запусти суперовцу и летай вокруг как можно дольше. \n"
	"\n"
	"Собирая ящики, ты увеличиваешь отведенное время. \n"
	"\n"
	"Особая награда будет дана за прохождение этой миссии на ЗОЛОТО!"
TRAINING_TRAIN_DETAILS_2
	"Попадай в цели, чтобы добавить себе ценные секунды.\n"
	"\n"
	"Если таймер достигнет нуля - тренировка будет окончена."
TRAINING_TRAIN_DETAILS_3
	"Используй веревку для того, чтобы маневрировать по карте; каждый собранный ящик добавляет тебе секунды.\n"
	"\n"
	"Тренировка будет окончена, когда таймер достигнет нуля."
TRAINING_TRAIN_DETAILS_4
	"С фиксированной позиции используй гранаты для уничтожения целей. \n"
	"\n"
	"Получи дополнительное время с каждой сбитой целью; тренировка прекратится, когда время истечёт."
TRAINING_TRAIN_DETAILS_5
	"В этой тренировке у тебя есть выбор оружия; используй его для уничтожения старушек как можно скорее! \n"
	"\n"
	"Посмотрим, как долго ты сможешь продержаться!"
TRAINING_AIM_GOLD             "Для получения ЗОЛОТОЙ медали необходимо пройти тренировку за \1 секунд. Дерзай!"
TRAINING_BRONZE               "Молодец. Твое время \1 приносит тебе БРОНЗОВУЮ медаль за эту тренировку. Продолжай тренироваться, повышай свои навыки."
TRAINING_SILVER               "Поздравляем, твое время \1 означает, что ты награждаешься СЕРЕБРЯНОЙ медалью в этой дисциплине. Чуть-чуть больше практики - и ты станешь мастером."
TRAINING_GOLD                 "Потрясающе! Твое превосходное время \1 означает, что ты удостаиваешься ЗОЛОТОЙ медали! Поздравляем! Но не забывай тренироваться и улучшать свое время!"
TRAINING_H_COMBO_TRAINING     "Выбери себе тренировочную дисциплину"
TRAINING_H_TRAINING_DETAILS   "Выбранная тренировка"
TRAINING_BOX_DETAILS          "Описание тренировки"
TRAINING_STARTTRAINING        "Начать тренировку"
TRAINING_NOTEAMSELECTED       "Не выбрана команда."
TRAINING_H_STARTTRAINING      "Начать тренировку в данной дисциплине"
TRAINING_H_BACK               "Возврат в предыдущее меню"
TRAINING_BOX_TEAM_SELECTED    "Выберите команду"
TRAINING_TXT_TEAMRECORD       "Рекорд команды:"
TRAINING_H_TEAM_SELECTED      "Выбранная команда."
TRAINING_H_TEAMRECORD         "Рекорд для этой команды в данной дисциплине"
TRAINING_NEWTEAM              "Создать команду"
TRAINING_H_NEWTEAM            "Создать новую команду"
TRAINING_AWARD                "Твои достижения награждаются секретной возможностью!"
TRAINING_FAIL                 "Не повезло, твое время \1 было недостаточным для получения награды. Еще одна тренировка обязательно поможет!"
TRAINING_NEW_RECORD           "Отлично! Время \1 является новым рекордом!"

TRAININGOVERVIEW              "Начальная тренировка"
TRAININGOVERVIEWTEXT
	"Этот учебный курс включает в себя задания, которые предназначены для улучшения ваших базовых навыков.\n"
	"\n"
	"При успешном прохождении вы будете награждены медалью, которая позволит вам принять участие в дальнейших миссиях.\n"
	"\n"
	"Чем лучше у вас получится, тем больше миссий вы сможете пройти."
TRAINING_TEXT1                "Владение гранатой - Уровень 1"
TRAINING_TEXT2                "Владение дробовиком"
TRAINING_TEXT3                "Владение базукой - Уровень 1"
TRAINING_TEXT4                "Владение верёвкой - Уровень 1"
TRAINING_TEXT5                "Владение гранатой - Уровень 2"
TRAINING_TEXT6                "Используем Огненный удар"
TRAINING_TEXT7                "Владение веревкой - Уровень 2"
TRAINING_TEXT8                "Владение базукой - Уровень 2"
TRAINING_TEXT9                "Владение гранатой - Уровень 3"
TRAINING_TEXT10               "Балки и овцы."
TRAINING_DESC1
	"У тебя есть 50 секунд для того, чтобы уничтожить две цели при помощи гранаты.\n"
	"\n"
	"Не забывай изменять задержку взрывателя. \n"
	"\n"
	"Гранаты не подвергаются воздействию ветра."
TRAINING_DESC2                "У тебя есть 60 секунд для уничтожения 6 целей."
TRAINING_DESC3
	"У тебя есть 40 секунд для уничтожения целей.\n"
	"\n"
	"Базука подвержена воздействию ветра."
TRAINING_DESC4
	"Используй веревку, для перемещения по карте, собери ящик и уничтожь цель.\n"
	"\n"
	"Это все должно быть проделано за один ход.\n"
	"\n"
	"Научись раскачиваться на веревке и перемещаться на ней."
TRAINING_DESC5                "У тебя есть 60 секунд для уничтожения целей."
TRAINING_DESC6
	"Эта тренировка учит искать альтернативные методы использования оружия - например, использовать разные способы прыжков.\n"
	"\n"
	"у тебя есть 50 секунд для уничтожения целей."
TRAINING_DESC7
	"У тебя есть 60 секунд для уничтожения цели.\n"
	"\n"
	"Используя верёвку, забери ящик с оружием и используй его для уничтожения цели."
TRAINING_DESC8
	"У тебя есть 60 секунд для уничтожения целей.\n"
	"\n"
	"Не забывай: базука подвержена влиянию ветра. В этом упражнении тебе пригодится небольшой трюк...\n"
	"\n"
	"Подсказка! Во Второй Мировой Войне британские вооруженные силы использовали прыгающие бомбы!"
TRAINING_DESC9
	"У тебя есть 99 секунд для уничтожения всех целей при помощи гранаты.\n"
	"\n"
	"Не забывай изменять задержку взрывателя. \n"
	"\n"
	"Гранаты не подвержены воздействию ветра."
TRAINING_DESC10
	"Это упражнение требует установки понтонного моста вдоль карты, таким образом, чтобы можно было отправить по нему овцу и столкнуть цель в воду.\n"
	"\n"
	"У тебя есть 60 секунд для достижения цели."
TRAININGFAIL1                 "Тебе не удалось выполнить это упражнение, поэтому ты провалил Базовую тренировку. Тебе придется начать Базовую тренировку заново."
TRAININGFAIL2
	"Не повезло. Ты провалил это задание, Базовая тренировка окончена.\n"
	"\n"
	"Попробуй еще раз, чтобы улучшить свои навыки."
TRAININGSUCCESS1
	"Поздравляем!\n"
	"\n"
	"За прохождение Базовой тренировки ты награждаешься Бронзовой медалью.\n"
	"\n"
	"Теперь ты можешь попробовать пройти свои первые миссии!"
TRAININGSUCCESS2              "Отлично! Твои умения приносят тебе Серебряную медаль за Базовую тренировку; теперь ты можешь пройти больше миссий!"
TRAININGSUCCESS3
	"Молодец, солдат!\n"
	"\n"
	"Ты успешно прошел весь курс Базовой подготовки.\n"
	"\n"
	"Теперь у тебя есть доступ ко всем миссиям!\n"
	"\n"
	"Удачи!"

# Mission screen

MISSION_BOX_TEAM_SELECT       "Выберите команду"
MISSION_BOX_DETAILS           "Описание миссии"
MISSION_STARTMISSION          "Начать миссию"
MISSION_NOTEAM                "Не выбрана команда"
MISSION_NO_MISSION            "Не выбрана миссия"
MISSION_H_STARTMISSION        "Начать миссию"
MISSION_H_CANCEL              "Вернуться в предыдущее меню"
MISSION_H_NEXT                "Выбрать следующую миссию"
MISSION_H_PREVIOUS            "Выбрать предыдущую миссию"
MISSION_H_SELECTED            "Команда, за которую вы будете проходить миссию"
MISSION_H_DETAILS             "Обзор миссии"
MISSION_H_MISSION             "Выбранная миссия"
MT_COL3                       "Попытки"
MT_HELP                       "Левая кнопка мыши - выбрать команду. Правая - редактировать команду."

MISSIONREJECT1
	"Тут не место для новичков!\n"
	"\n"
	"Твоей команде необходимо заработать как минимум Бронзовую медаль за Базовую тренировку перед тем, как ты сможешь попытаться пройти эту миссию.\n"
	"\n"
	"Вернись в меню тренировок и получу медаль за Базовую тренировку!"
MISSIONREJECT2
	"Возможно, миссия которую ты выбрал окажется слишком сложна для тебя, поэтому требуется, чтобы команда завоевала как минимум Серебряную медаль в Базовой тренировке.\n"
	"\n"
	" Вернись в меню тренировок и попрактикуйся еще немного."
MISSIONREJECT3
	"Весьма похвально, что ты хочешь попробовать такую сложную миссию, но к её прохождению мы допускаем только тех, кто завоевал Золотую медаль в Базовой тренировке!\n"
	"\n"
	"Возвращайся, когда тебе это удастся."

MISSIONSUCCESS_TITLE          "Миссия пройдена"
MISSIONSUCCESS_MESSAGE_1      "Поздравляем, миссия пройдена."
MISSIONSUCCESS_MESSAGE_2      "Миссия пройдена, в запасе осталось \1 секунд."
MISSIONSUCCESS_MESSAGE_2a     "Миссия пройдена. В запасе осталось \1 единиц здоровья."
MISSIONSUCCESS_MESSAGE_3      "За твои старания в этой миссии присуждается \1 медаль!"
MISSIONSUCCESS_MESSAGE_4      "Поздравляем - это новый рекорд для этой миссии!"
MISSIONSUCCESS_MESSAGE_5      "За твои усилия ты награжден секретной возможностью!"

MISSIONSUCCESS_AWARD1         "Кровавая награда!"
MISSIONSUCCESS_AWARD2         "Награда: Акваовца!"
MISSIONSUCCESS_AWARD3         "Награда: Овечий рай!"
MISSIONSUCCESS_AWARD4         "Награда: \"Режим Бога\"!"
MISSIONSUCCESS_AWARD5         "Награда: Инструменты!"

MISSIONFAILED_TITLE           "Миссия провалена"
MISSIONFAILED_MESSAGE         "Ты провалил миссию. Соберись и попробуй еще раз"

MISSIONCOMPLETE_TITLE         "Все миссии пройдены!"
MISSIONCOMPLETE_MESSAGE       "Невероятно! Ты прошел последнюю миссию!"

# Options screen

OPTIONS_BOX_TEAMS             "Настройки команды"
OPTIONS_H_LISTTEAMS           "Список существующих команд"
OPTIONS_CRTEAM                "Создать команду"
OPTIONS_H_CRTEAM              "Создать новую команду"
OPTIONS_EDTEAM                "Редактировать команду"
OPTIONS_H_EDTEAM              "Редактировать команду"
OPTIONS_H_DELTEAM             "Удалить команду"
OPTIONS_VIEWTEAM              "Статистика команды."
CM_DELETETEAM                 "Удалить"
CM_DELETETEAMMESSAGE          "Вы уверены, что хотите удалить эту команду?"

OPTIONS_BOX_SCHEME            "Настройки схемы"
OPTIONS_H_LISTSCHEME          "Список схем, которые вы можете просмотреть или редактировать"
OPTIONS_DEL_SCHEME            "Удалить"
OPTIONS_H_DEL_SCHEME          "Удалить выбранную схему"
OPTIONS_WEAPONS               "Редактор вооружения"
OPTIONS_H_WEAPONS             "Редактировать оружие"
OPTIONS_TERRAIN               "Редактор карты"
OPTIONS_H_TERRAIN             "Создайте или редактируйте карту"
OPTIONS_GAMEOPTIONS           "Настройки игры"
OPTIONS_H_GAMEOPTIONS         "Редактировать настройки игры"
OPTIONS_H_CURRENT             "Текущая редактируемая схема"
OPTIONS_H_SAVESCHEME          "Сохранить выбранную схему"
OPTIONS_H_LOADSCHEME          "Загрузить выбранную схему"
CM_OVERWRITE_SCHEME_MESSAGE
	"Вы уверены, что хотите перезаписать \n"
	" \"\1\" схему?"
CM_OVERWRITE_SCHEME_TITLE     "Перезаписать схему?"
CM_DELETE_SCHEME_TITLE        "Удалить схему?"
CM_DELETE_SCHEME_MESSAGE
	"Вы уверены, что хотите\n"
	"удалить схему \"\1\"?"

OPTIONS_BOX_AUDIO             "Настройка аудио - громкость = \1%"
OPTIONS_BOX_EFFECTS           "Громкость эффектов"
OPTIONS_AMBIENCE              "Фоновая музыка"
OPTIONS_H_AMBIENCE            "Включить или выключить фоновую музыку"
OPTIONS_H_RE_VOLUME           "Выбор громкости звуковых эффектов"

OPTIONS_BOX_GRAPHICS          "Настройка графики"
OPTIONS_BOX_VIDEO             "Настройка видео"
OPTIONS_H_COLOURSCHEME        "Изменить цветовую схему."

LANGUAGE                      "Язык"

OPTIONS_ADVANCED              "Дополнительно"
OPTIONS_H_ADVANCED            "Открыть экран дополнительной настройки."
OPTIONS_H_RE_OK               "Возврат в предыдущее меню"
OPTIONS_H_BACK                "Возврат в предыдущее меню"

OPTIONS_GENERAL               "Системные настройки"
OPTIONS_H_GENERAL             "Изменить системные настройки"
OPTIONS_BOX_DETAIL            "Уровень детализации"
OPTIONS_H_RE_DETAIL           "Уровень детализации графики в игре. Чем ниже разрешение, тем выше производительность"
OPTIONS_TXT_MIN               "Минимум"
OPTIONS_TXT_MAX               "Максимум"

# Advanced Options screen

COMPATIBILITY                 "Совместимость"
FRONTEND                      "Система меню"
SLOWFRONTENDWORKAROUND        "Исправление медленных меню"
H_SLOWFRONTENDWORKAROUND      "Включение этой опции устанавливает настройку совместимости, которая может исправить медленные или мигающие меню."
DISABLED                      "Отключено"
ALTERNATIVE                   "Альт."
FORCEWINEVIRTUALDESKTOP       "Созд. рабочий стол Wine"
H_FORCEWINEVIRTUALDESKTOP     "Создавать виртуальный рабочий стол Wine при запуске игры."
GAME                          "Игра"
TIMERWORKAROUND               "Альтернативный таймер"
H_TIMERWORKAROUND             "Выключает использование таймера высокого разрешения."
GRAPHICS                      "Графика"
H_RENDERER                    "Выбор графического API, используемого игрой."
DIRECTDRAW8                   "DirectDraw (8 бит)"
H_DIRECTDRAW8                 "8-битный (256-цветный) DirectDraw 2 с аппаратной палитрой."
DIRECTDRAW32                  "DirectDraw (32 бит)"
H_DIRECTDRAW32                "32-битный DirectDraw 2 с программным преобразованием палитры."
DIRECT3D_7                    "Direct3D 7"
H_DIRECT3D_7                  "Direct3D 7 с программным преобразованием палитры. Требует DirectX 7."
DIRECT3D_9_SOFTWARE           "Direct3D 9 (ЦПУ)"
H_DIRECT3D_9_SOFTWARE         "Direct3D 9 с программным преобразованием палитры. Требует DirectX 9."
DIRECT3D_9_SHADER             "Direct3D 9 (шейдер)"
H_DIRECT3D_9_SHADER           "Direct3D 9 с шейдерным преобразованием палитры. Требует DirectX 9 и поддержку Pixel Shader 2.0."
VSYNC                         "Вертикальная синхронизация"
H_VSYNC                       "Рисовать кадры только целиком. Выключение этой опции сокращает время реакции, но вызывает разрывание изображения."
SETCOMPATFLAGS                "Уст. настройки совместимости Windows"
H_SETCOMPATFLAGS              "Устанавливает настройки совместимости для WA.exe в реестре Windows. Улучшает совместимость DirectDraw и Direct3D 7 с Windows 8."
ASSISTEDVSYNC                 "Вспомогательная синхр."
H_ASSISTEDVSYNC               "Ручная синхронизация вызовов API к вертикальной частоте экрана. Сокращает время реакции."
USEDESKTOPWINDOW              "Исп. окно рабочего стола"
H_USEDESKTOPWINDOW            "Использовать окно рабочего стола для функции DirectDraw SetCooperativeLevel. Улучшает совместимость с Wine."
CONFIRM_USEDESKTOPWINDOW      "Wine не обнаружен. Включение данной опции не рекомендуется. Продолжить?"
USEHARDWARECURSORS            "Аппаратный курсор мыши"
H_USEHARDWARECURSORS          "Устраняет запаздывание курсора в большинстве частей меню, но, возможно, не будет работать в 8-битном режиме. Скрывает курсор в снимках экрана."
USEVRAM                       "Использовать видеопамять"
H_USEVRAM                     "Позволяет или запрещает использовать видеопамять в меню."
DOUBLEBUFFERING               "Исп. двойную буферизацию"
H_DOUBLEBUFFERING             "Включает или выключает использование двойной буферизации. Выключение исправляет моргание в VMware."
FRONTENDPALETTEFIX            "Испр. палитры"
H_FRONTENDPALETTEFIX          "Включает исправления палитры в системе меню."
FRONTENDPALETTEFIX0           "Уст. сист. использование"
FRONTENDPALETTEFIX1           "Уст. палитру GDI"
FRONTENDPALETTEFIX2           "Переуст. палитру DirectX"
FRONTENDPALETTEFIX3           "Переуст. при изменении"
TWEAKS                        "Дополнительные настройки"
SKIPINTRO                     "Пропускать заставку"
H_SKIPINTRO                   "Включает пропуск заставок при запуске игры."
